Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
200-38-0846,C,Mandalay,Normal,Female,Electronic accessories,44.75,6,13.425,281.925,05/09/2025,05:15,Cash,6.1
498-96-5383,A,Naypyitaw,Member,Female,Health and beauty,70.82,7,24.787,520.527,07/25/2025,14:52,Ewallet,5.4
381-68-0729,B,Mandalay,Normal,Male,Fashion accessories,68.22,9,30.699,644.679,09/09/2025,17:24,Ewallet,7.3
684-12-4397,A,Naypyitaw,Normal,Male,Electronic accessories,55.69,6,16.707,350.847,12/07/2025,01:27,Ewallet,4.2
757-76-6059,C,Yangon,Member,Male,Home and lifestyle,91.05,9,40.9725,860.4225,03/25/2025,04:55,Cash,4.8
611-42-2603,B,Yangon,Normal,Male,Fashion accessories,39.39,8,15.756,330.876,08/23/2025,06:33,Credit card,8.2
249-65-4472,A,Mandalay,Normal,Male,Electronic accessories,38.68,1,1.934,40.614,02/25/2025,18:40,Ewallet,9.5
452-17-5163,A,Naypyitaw,Member,Female,Electronic accessories,17.24,5,4.31,90.51,03/29/2025,05:58,Ewallet,5.9
794-43-1714,C,Yangon,Normal,Male,Food and beverages,96.41,8,38.564,809.844,12/12/2025,10:01,Credit card,5.8
970-49-2648,B,Mandalay,Normal,Male,Food and beverages,70.44,9,31.698,665.658,10/23/2025,02:14,Credit card,4.7
190-19-4146,C,Naypyitaw,Normal,Male,Fashion accessories,11.97,3,1.7955,37.7055,02/09/2026,06:44,Cash,4.7
070-29-4980,C,Mandalay,Member,Female,Fashion accessories,21.26,2,2.126,44.646,07/23/2025,03:59,Credit card,6.6
198-51-6722,B,Yangon,Member,Female,Sports and travel,31.05,3,4.6575,97.8075,05/13/2025,06:25,Cash,6.4
541-40-2691,B,Naypyitaw,Member,Male,Electronic accessories,34.49,10,17.245,362.145,11/15/2025,19:42,Cash,6.3
431-26-4279,B,Naypyitaw,Normal,Female,Electronic accessories,59.72,7,20.902,438.942,12/02/2025,22:09,Cash,8.6
537-12-5119,A,Mandalay,Normal,Female,Electronic accessories,94.73,3,14.2095,298.3995,10/16/2025,19:38,Cash,4.8
163-56-1137,B,Mandalay,Normal,Female,Health and beauty,78.35,1,3.9175,82.2675,12/18/2025,04:10,Cash,5.5
816-72-1461,A,Mandalay,Normal,Male,Food and beverages,59.36,4,11.872,249.312,05/29/2025,15:44,Cash,8.6
555-59-2849,C,Yangon,Member,Female,Home and lifestyle,57.22,10,28.61,600.81,02/27/2025,20:07,Ewallet,4.9
678-99-8255,C,Naypyitaw,Normal,Female,Electronic accessories,42.16,4,8.432,177.072,01/02/2026,02:35,Ewallet,4.1
393-79-0314,A,Mandalay,Normal,Female,Food and beverages,75.07,8,30.028,630.588,09/25/2025,06:24,Cash,7.0
974-95-1758,A,Mandalay,Normal,Male,Food and beverages,70.05,8,28.02,588.42,02/10/2025,22:39,Cash,8.7
073-47-1927,A,Yangon,Member,Male,Sports and travel,97.09,10,48.545,1019.445,05/20/2025,10:24,Ewallet,6.1
099-92-8794,A,Yangon,Member,Male,Home and lifestyle,21.33,3,3.1995,67.1895,05/19/2025,12:53,Ewallet,5.7
034-79-2268,C,Yangon,Member,Male,Health and beauty,42.44,6,12.732,267.372,01/11/2026,21:18,Credit card,8.9
506-96-9451,C,Naypyitaw,Member,Female,Food and beverages,18.56,2,1.856,38.976,05/07/2025,01:06,Cash,5.1
669-93-2719,A,Mandalay,Normal,Male,Electronic accessories,81.75,9,36.7875,772.5375,03/24/2025,03:38,Ewallet,8.7
527-74-0450,B,Mandalay,Member,Male,Food and beverages,17.07,3,2.5605,53.7705,12/04/2025,12:50,Ewallet,6.2
232-29-2050,A,Naypyitaw,Member,Female,Sports and travel,30.86,4,6.172,129.612,01/15/2026,14:42,Ewallet,9.6
066-73-8297,B,Yangon,Normal,Male,Health and beauty,61.08,3,9.162,192.402,07/29/2025,17:09,Ewallet,9.2
739-55-1610,B,Yangon,Normal,Female,Electronic accessories,49.94,4,9.988,209.748,04/25/2025,10:29,Ewallet,8.7
337-16-1035,B,Naypyitaw,Normal,Female,Electronic accessories,71.92,10,35.96,755.16,02/10/2025,11:43,Ewallet,7.6
672-73-3075,A,Naypyitaw,Normal,Male,Sports and travel,10.32,1,0.516,10.836,10/06/2025,14:59,Ewallet,9.7
427-90-5000,C,Yangon,Normal,Female,Home and lifestyle,17.49,10,8.745,183.645,06/03/2025,00:12,Credit card,9.6
377-84-7854,B,Naypyitaw,Member,Female,Food and beverages,71.47,4,14.294,300.174,03/21/2025,13:31,Credit card,9.8
324-27-9922,C,Naypyitaw,Normal,Male,Fashion accessories,80.21,7,28.0735,589.5435,09/23/2025,03:46,Ewallet,5.9
145-50-8949,C,Yangon,Normal,Female,Home and lifestyle,71.9,9,32.355,679.455,01/08/2026,04:06,Credit card,9.2
005-30-9223,C,Mandalay,Normal,Female,Home and lifestyle,45.65,9,20.5425,431.3925,02/13/2025,00:03,Ewallet,7.8
460-60-6173,B,Mandalay,Member,Male,Health and beauty,59.35,8,23.74,498.54,05/22/2025,20:52,Ewallet,9.5
935-04-8601,C,Naypyitaw,Normal,Female,Electronic accessories,52.24,6,15.672,329.112,06/12/2025,16:52,Credit card,6.1
717-41-8734,A,Yangon,Member,Female,Food and beverages,28.81,10,14.405,302.505,06/25/2025,22:02,Ewallet,6.4
483-84-8563,B,Yangon,Member,Female,Health and beauty,20.14,10,10.07,211.47,11/20/2025,13:33,Credit card,4.4
201-35-0197,A,Yangon,Normal,Male,Fashion accessories,40.3,8,16.12,338.52,09/17/2025,10:25,Cash,5.2
331-50-2931,C,Yangon,Member,Male,Food and beverages,79.06,1,3.953,83.013,04/16/2025,07:59,Cash,5.7
118-37-1333,B,Naypyitaw,Member,Male,Home and lifestyle,30.08,6,9.024,189.504,05/12/2025,00:51,Credit card,9.1
839-97-3110,B,Yangon,Normal,Female,Sports and travel,73.01,7,25.5535,536.6235,07/30/2025,14:57,Credit card,6.0
602-63-4921,B,Yangon,Normal,Male,Health and beauty,96.64,8,38.656,811.776,12/11/2025,22:06,Ewallet,8.1
321-41-6866,C,Naypyitaw,Member,Female,Food and beverages,44.8,3,6.72,141.12,03/23/2025,11:56,Credit card,4.3
314-02-1126,C,Naypyitaw,Member,Female,Food and beverages,44.38,6,13.314,279.594,08/12/2025,16:26,Cash,9.8
470-94-9174,B,Naypyitaw,Member,Female,Home and lifestyle,11.27,8,4.508,94.668,07/02/2025,08:19,Credit card,9.5
134-30-1567,C,Naypyitaw,Normal,Male,Electronic accessories,26.54,8,10.616,222.936,09/02/2025,22:01,Credit card,9.3
070-55-2559,C,Yangon,Normal,Male,Sports and travel,29.66,7,10.381,218.001,06/09/2025,16:05,Ewallet,7.1
858-68-2502,A,Naypyitaw,Member,Female,Health and beauty,88.18,10,44.09,925.89,06/30/2025,08:29,Cash,5.4
969-93-2179,B,Mandalay,Normal,Male,Health and beauty,86.24,1,4.312,90.552,10/09/2025,08:42,Ewallet,6.3
873-84-1459,B,Naypyitaw,Normal,Female,Home and lifestyle,81.52,5,20.38,427.98,07/23/2025,17:45,Ewallet,7.6
262-44-1068,B,Yangon,Member,Female,Sports and travel,75.08,10,37.54,788.34,07/18/2025,16:37,Ewallet,5.4
455-42-9552,A,Naypyitaw,Normal,Female,Health and beauty,28.32,8,11.328,237.888,09/01/2025,04:46,Cash,9.8
259-90-6055,B,Yangon,Normal,Female,Health and beauty,29.32,2,2.932,61.572,08/03/2025,12:10,Ewallet,4.3
078-20-7444,C,Naypyitaw,Normal,Female,Electronic accessories,83.93,2,8.393,176.253,05/17/2025,03:15,Ewallet,7.2
618-34-3504,C,Mandalay,Member,Female,Fashion accessories,85.4,8,34.16,717.36,06/29/2025,12:43,Credit card,4.2
638-01-3143,A,Naypyitaw,Normal,Female,Sports and travel,55.53,3,8.3295,174.9195,07/29/2025,15:23,Credit card,4.7
986-05-7812,C,Mandalay,Normal,Male,Fashion accessories,82.65,9,37.1925,781.0425,07/02/2025,20:48,Ewallet,4.9
951-64-7811,B,Yangon,Normal,Female,Food and beverages,91.96,9,41.382,869.022,12/19/2025,08:37,Credit card,7.3
257-48-3263,C,Mandalay,Normal,Male,Health and beauty,68.73,6,20.619,432.999,12/10/2025,07:00,Ewallet,7.2
241-98-8952,A,Yangon,Normal,Female,Home and lifestyle,61.55,3,9.2325,193.8825,04/12/2025,18:52,Ewallet,7.3
839-25-7328,A,Naypyitaw,Normal,Female,Electronic accessories,39.98,5,9.995,209.895,04/21/2025,07:17,Credit card,7.1
241-90-3942,B,Naypyitaw,Normal,Female,Sports and travel,91.99,1,4.5995,96.5895,07/02/2025,09:23,Cash,6.1
531-88-5644,C,Naypyitaw,Member,Male,Sports and travel,43.15,8,17.26,362.46,08/08/2025,17:07,Cash,5.3
744-15-9674,A,Yangon,Normal,Male,Health and beauty,35.33,10,17.665,370.965,02/26/2025,13:09,Cash,6.9
171-83-7344,A,Naypyitaw,Member,Male,Home and lifestyle,94.2,4,18.84,395.64,05/28/2025,06:11,Credit card,8.1
412-04-4506,C,Mandalay,Member,Male,Food and beverages,54.84,9,24.678,518.238,04/26/2025,23:22,Ewallet,4.5
869-23-2864,A,Yangon,Member,Male,Electronic accessories,20.16,10,10.08,211.68,07/13/2025,09:44,Cash,5.8
657-41-9088,C,Mandalay,Member,Male,Food and beverages,58.73,1,2.9365,61.6665,11/07/2025,00:13,Ewallet,9.8
103-51-8757,C,Naypyitaw,Normal,Male,Fashion accessories,77.23,8,30.892,648.732,11/09/2025,11:45,Ewallet,4.7
457-11-9696,C,Yangon,Member,Female,Home and lifestyle,25.41,2,2.541,53.361,02/19/2025,18:58,Cash,5.8
296-17-7317,A,Naypyitaw,Member,Male,Health and beauty,85.74,5,21.435,450.135,04/13/2025,02:58,Cash,5.4
246-79-3580,C,Yangon,Normal,Female,Food and beverages,98.69,5,24.6725,518.1225,01/03/2026,03:20,Cash,5.4
775-27-3294,C,Yangon,Member,Female,Food and beverages,12.89,8,5.156,108.276,06/10/2025,16:57,Credit card,8.3
347-22-2822,C,Yangon,Member,Female,Food and beverages,11.51,8,4.604,96.684,10/28/2025,00:59,Credit card,5.6
342-33-6489,B,Naypyitaw,Normal,Male,Health and beauty,57.53,5,14.3825,302.0325,01/15/2026,02:13,Ewallet,6.5
639-12-8665,B,Mandalay,Normal,Female,Food and beverages,79.85,7,27.9475,586.8975,07/03/2025,08:00,Ewallet,4.2
877-41-2543,A,Yangon,Normal,Male,Health and beauty,78.21,2,7.821,164.241,06/14/2025,07:19,Ewallet,8.1
873-20-6573,A,Yangon,Normal,Male,Food and beverages,73.5,7,25.725,540.225,11/09/2025,00:39,Cash,9.7
818-08-1346,C,Naypyitaw,Member,Female,Home and lifestyle,45.19,8,18.076,379.596,03/12/2025,08:40,Cash,8.3
041-95-8990,B,Yangon,Normal,Male,Food and beverages,46.17,3,6.9255,145.4355,12/18/2025,13:50,Ewallet,8.9
814-05-0083,C,Naypyitaw,Member,Female,Health and beauty,54.32,6,16.296,342.216,10/24/2025,18:12,Ewallet,6.4
155-41-8586,B,Mandalay,Normal,Male,Sports and travel,94.61,2,9.461,198.681,12/23/2025,02:37,Credit card,7.9
336-94-2192,C,Mandalay,Normal,Male,Electronic accessories,60.87,4,12.174,255.654,06/30/2025,10:11,Ewallet,8.1
499-41-0491,A,Mandalay,Member,Male,Health and beauty,37.51,9,16.8795,354.4695,04/19/2025,04:34,Cash,5.0
200-50-7125,C,Naypyitaw,Member,Female,Home and lifestyle,34.25,6,10.275,215.775,04/19/2025,20:19,Cash,7.3
002-03-1109,B,Naypyitaw,Normal,Male,Fashion accessories,41.34,3,6.201,130.221,09/08/2025,03:26,Cash,4.0
566-52-7140,B,Naypyitaw,Member,Female,Electronic accessories,43.23,10,21.615,453.915,05/07/2025,01:57,Ewallet,7.4
720-68-4529,C,Naypyitaw,Member,Male,Sports and travel,94.04,6,28.212,592.452,08/28/2025,09:54,Credit card,5.6
624-26-2185,C,Naypyitaw,Member,Male,Food and beverages,54.32,7,19.012,399.252,06/20/2025,04:40,Ewallet,7.3
558-97-9297,A,Mandalay,Normal,Male,Fashion accessories,91.45,9,41.1525,864.2025,05/04/2025,07:02,Cash,5.0
956-50-2702,C,Mandalay,Member,Male,Electronic accessories,59.35,2,5.935,124.635,12/27/2025,00:32,Cash,7.8
167-53-7096,B,Yangon,Normal,Male,Sports and travel,45.55,7,15.9425,334.7925,01/26/2026,07:28,Ewallet,8.1
329-94-4035,C,Yangon,Normal,Male,Home and lifestyle,56.91,10,28.455,597.555,07/17/2025,22:00,Cash,4.4
306-60-4857,A,Naypyitaw,Normal,Male,Health and beauty,30.68,1,1.534,32.214,06/18/2025,02:39,Credit card,9.3
186-15-6691,C,Yangon,Member,Female,Home and lifestyle,14.86,1,0.743,15.603,12/13/2025,17:49,Credit card,8.1
230-36-6934,A,Naypyitaw,Normal,Male,Health and beauty,78.56,10,39.28,824.88,11/07/2025,07:25,Ewallet,8.9
444-53-7749,A,Mandalay,Member,Female,Sports and travel,14.38,8,5.752,120.792,11/08/2025,11:20,Ewallet,8.5
616-35-4003,C,Naypyitaw,Normal,Male,Sports and travel,59.03,6,17.709,371.889,07/28/2025,00:43,Ewallet,4.4
513-23-9197,A,Naypyitaw,Normal,Female,Sports and travel,68.38,9,30.771,646.191,09/13/2025,22:33,Cash,5.1
520-90-2996,C,Yangon,Member,Male,Fashion accessories,37.09,1,1.8545,38.9445,01/31/2026,05:13,Cash,5.2
004-56-3704,A,Naypyitaw,Normal,Male,Sports and travel,99.17,8,39.668,833.028,04/18/2025,10:04,Credit card,4.3
699-51-0240,A,Yangon,Normal,Male,Health and beauty,64.78,10,32.39,680.19,04/21/2025,09:54,Ewallet,8.7
227-66-0880,A,Yangon,Member,Male,Fashion accessories,38.12,5,9.53,200.13,12/11/2025,08:12,Cash,5.3
232-48-2828,A,Mandalay,Member,Male,Home and lifestyle,95.73,6,28.719,603.099,10/14/2025,18:48,Credit card,7.3
278-10-3834,B,Yangon,Member,Male,Health and beauty,31.94,3,4.791,100.611,01/30/2026,22:24,Ewallet,7.0
025-39-6499,A,Naypyitaw,Member,Male,Food and beverages,22.68,10,11.34,238.14,02/20/2025,10:25,Cash,5.2
337-33-6910,A,Mandalay,Normal,Female,Electronic accessories,17.49,8,6.996,146.916,03/03/2025,15:25,Ewallet,8.5
287-71-2567,B,Mandalay,Normal,Female,Fashion accessories,22.74,8,9.096,191.016,04/26/2025,06:27,Credit card,4.6
942-77-4546,B,Mandalay,Normal,Female,Health and beauty,85.12,3,12.768,268.128,04/30/2025,13:56,Credit card,7.6
898-94-1990,A,Mandalay,Normal,Female,Sports and travel,11.43,5,2.8575,60.0075,03/23/2025,16:52,Credit card,4.8
698-19-9798,A,Yangon,Member,Male,Health and beauty,44.17,3,6.6255,139.1355,08/14/2025,09:29,Cash,8.6
191-76-4861,A,Yangon,Member,Male,Home and lifestyle,71.78,10,35.89,753.69,06/07/2025,17:12,Credit card,5.6
272-21-7709,C,Naypyitaw,Member,Female,Electronic accessories,64.37,2,6.437,135.177,10/27/2025,22:33,Ewallet,9.1
667-27-5466,C,Mandalay,Normal,Female,Sports and travel,56.7,6,17.01,357.21,07/09/2025,08:40,Ewallet,7.9
245-30-4235,A,Yangon,Member,Female,Home and lifestyle,29.94,4,5.988,125.748,10/14/2025,11:25,Ewallet,8.8
940-47-3326,B,Yangon,Normal,Female,Home and lifestyle,25.97,10,12.985,272.685,08/04/2025,19:56,Cash,8.8
980-51-2497,B,Yangon,Member,Male,Home and lifestyle,19.17,7,6.7095,140.8995,12/29/2025,14:44,Cash,7.3
354-72-4632,B,Yangon,Normal,Male,Home and lifestyle,94.48,4,18.896,396.816,10/30/2025,03:59,Credit card,6.3
313-35-6334,B,Mandalay,Member,Male,Fashion accessories,94.32,4,18.864,396.144,05/29/2025,17:28,Ewallet,6.4
019-35-1584,A,Yangon,Normal,Male,Electronic accessories,47.94,5,11.985,251.685,04/13/2025,23:37,Ewallet,6.6
596-27-6071,C,Yangon,Normal,Female,Sports and travel,87.64,3,13.146,276.066,11/24/2025,13:48,Ewallet,6.8
686-05-3824,B,Naypyitaw,Member,Female,Electronic accessories,19.6,7,6.86,144.06,07/02/2025,10:06,Ewallet,9.2
618-39-0447,A,Yangon,Member,Female,Fashion accessories,77.03,8,30.812,647.052,08/05/2025,19:12,Credit card,9.6
210-42-1518,A,Mandalay,Normal,Male,Home and lifestyle,23.41,7,8.1935,172.0635,01/05/2026,09:02,Cash,9.0
325-81-9014,C,Mandalay,Normal,Male,Fashion accessories,60.06,6,18.018,378.378,10/31/2025,14:34,Ewallet,5.1
626-39-7718,C,Mandalay,Normal,Male,Health and beauty,54.4,10,27.2,571.2,02/14/2025,03:42,Cash,5.2
649-99-8055,C,Yangon,Normal,Female,Electronic accessories,23.53,5,5.8825,123.5325,06/02/2025,00:34,Cash,5.1
400-05-5256,A,Mandalay,Member,Male,Fashion accessories,99.35,7,34.7725,730.2225,12/10/2025,05:29,Cash,8.5
093-51-4806,A,Naypyitaw,Normal,Male,Sports and travel,19.86,4,3.972,83.412,11/03/2025,04:53,Ewallet,5.6
442-36-4937,C,Mandalay,Normal,Male,Food and beverages,97.01,1,4.8505,101.8605,06/07/2025,02:26,Ewallet,5.5
763-66-7932,A,Yangon,Member,Female,Fashion accessories,26.57,10,13.285,278.985,09/18/2025,19:15,Credit card,6.8
773-47-8705,A,Yangon,Member,Female,Sports and travel,24.25,4,4.85,101.85,02/21/2025,13:49,Cash,4.3
080-58-7322,C,Mandalay,Normal,Male,Fashion accessories,72.09,9,32.4405,681.2505,02/10/2025,08:23,Ewallet,7.6
124-11-4750,A,Naypyitaw,Member,Male,Electronic accessories,21.59,4,4.318,90.678,08/21/2025,17:38,Ewallet,8.7
070-90-5451,B,Mandalay,Normal,Female,Food and beverages,22.36,10,11.18,234.78,01/14/2026,23:52,Credit card,5.2
848-55-4833,B,Mandalay,Member,Female,Home and lifestyle,58.32,1,2.916,61.236,09/25/2025,09:07,Ewallet,7.3
070-33-6051,C,Yangon,Normal,Female,Food and beverages,75.19,10,37.595,789.495,07/13/2025,21:26,Credit card,5.3
620-98-2028,A,Yangon,Normal,Female,Health and beauty,82.5,10,41.25,866.25,11/04/2025,22:13,Cash,4.8
159-33-6790,A,Yangon,Normal,Female,Fashion accessories,17.07,2,1.707,35.847,05/25/2025,23:19,Ewallet,8.6
667-85-3649,B,Yangon,Normal,Male,Food and beverages,83.68,7,29.288,615.048,04/25/2025,00:45,Credit card,5.3
302-69-4436,A,Mandalay,Normal,Female,Sports and travel,95.51,5,23.8775,501.4275,12/15/2025,05:11,Credit card,6.2
479-61-6561,A,Yangon,Member,Female,Home and lifestyle,62.07,5,15.5175,325.8675,09/07/2025,16:58,Ewallet,8.5
186-80-2309,C,Yangon,Member,Male,Health and beauty,54.03,2,5.403,113.463,03/22/2025,02:43,Ewallet,7.5
097-66-7894,B,Mandalay,Normal,Female,Food and beverages,18.23,4,3.646,76.566,03/08/2025,18:30,Cash,8.7
075-91-7359,C,Yangon,Member,Male,Food and beverages,30.75,10,15.375,322.875,10/04/2025,01:05,Credit card,8.3
371-51-5606,B,Yangon,Normal,Male,Electronic accessories,80.05,5,20.0125,420.2625,12/16/2025,19:06,Credit card,4.7
695-20-6378,C,Naypyitaw,Member,Female,Health and beauty,45.49,9,20.4705,429.8805,11/29/2025,03:37,Credit card,9.0
965-50-2178,B,Mandalay,Normal,Male,Sports and travel,21.89,7,7.6615,160.8915,12/21/2025,14:26,Ewallet,9.3
654-01-7898,C,Naypyitaw,Normal,Male,Home and lifestyle,66.21,5,16.5525,347.6025,10/21/2025,04:09,Cash,8.8
084-90-2672,B,Naypyitaw,Normal,Male,Fashion accessories,25.72,4,5.144,108.024,01/08/2026,05:29,Credit card,4.6
210-08-7253,B,Naypyitaw,Normal,Male,Electronic accessories,83.9,3,12.585,264.285,05/12/2025,23:27,Credit card,9.7
735-13-6777,A,Yangon,Member,Male,Fashion accessories,79.01,2,7.901,165.921,04/20/2025,17:10,Ewallet,8.8
522-84-7598,C,Mandalay,Member,Male,Home and lifestyle,24.83,5,6.2075,130.3575,11/02/2025,10:05,Credit card,5.4
267-12-8807,C,Mandalay,Member,Female,Sports and travel,53.26,1,2.663,55.923,10/21/2025,17:08,Ewallet,9.5
938-07-1339,C,Mandalay,Member,Male,Food and beverages,91.02,3,13.653,286.713,04/29/2025,02:13,Cash,8.7
286-32-0544,C,Mandalay,Member,Male,Electronic accessories,36.22,9,16.299,342.279,07/25/2025,13:41,Credit card,4.3
889-63-5763,C,Mandalay,Member,Female,Home and lifestyle,46.2,2,4.62,97.02,01/27/2026,15:38,Ewallet,7.7
532-20-8033,A,Naypyitaw,Normal,Female,Electronic accessories,47.57,9,21.4065,449.5365,05/20/2025,18:54,Cash,4.4
704-77-1338,B,Naypyitaw,Normal,Female,Home and lifestyle,27.26,9,12.267,257.607,03/26/2025,15:23,Ewallet,5.8
602-40-0563,C,Naypyitaw,Member,Female,Home and lifestyle,87.52,2,8.752,183.792,12/16/2025,00:22,Credit card,8.4
176-23-4835,C,Mandalay,Member,Male,Sports and travel,72.84,3,10.926,229.446,07/03/2025,22:06,Ewallet,5.2
520-76-9543,C,Mandalay,Member,Female,Food and beverages,80.25,1,4.0125,84.2625,04/20/2025,19:03,Credit card,7.1
895-34-7468,C,Yangon,Normal,Female,Health and beauty,33.63,6,10.089,211.869,05/28/2025,03:13,Cash,9.1
845-74-4983,C,Naypyitaw,Normal,Female,Electronic accessories,61.44,9,27.648,580.608,07/13/2025,15:36,Credit card,9.2
146-30-3480,C,Naypyitaw,Member,Female,Electronic accessories,74.29,8,29.716,624.036,12/25/2025,16:57,Ewallet,4.7
489-83-7744,C,Yangon,Member,Female,Food and beverages,45.39,7,15.8865,333.6165,04/03/2025,22:41,Credit card,8.6
820-96-3428,C,Naypyitaw,Member,Female,Food and beverages,43.76,4,8.752,183.792,07/01/2025,01:10,Ewallet,8.9
152-89-2068,B,Yangon,Normal,Female,Health and beauty,54.05,2,5.405,113.505,07/22/2025,09:58,Cash,5.3
231-02-1972,B,Naypyitaw,Normal,Male,Fashion accessories,99.87,8,39.948,838.908,10/10/2025,05:17,Cash,4.6
386-32-5669,C,Mandalay,Member,Female,Food and beverages,22.68,5,5.67,119.07,08/06/2025,11:48,Cash,5.0
335-97-1629,B,Yangon,Member,Male,Electronic accessories,87.84,1,4.392,92.232,01/07/2026,08:08,Cash,9.2
540-64-1353,C,Naypyitaw,Normal,Male,Home and lifestyle,78.36,1,3.918,82.278,10/09/2025,21:59,Ewallet,4.8
049-29-1325,C,Yangon,Normal,Male,Health and beauty,15.71,7,5.4985,115.4685,06/13/2025,00:16,Credit card,8.4
641-83-3601,B,Yangon,Member,Female,Health and beauty,99.91,7,34.9685,734.3385,09/23/2025,23:35,Ewallet,8.0
551-41-8731,B,Naypyitaw,Normal,Female,Fashion accessories,31.83,4,6.366,133.686,09/21/2025,09:24,Credit card,5.5
955-46-8460,B,Mandalay,Member,Female,Health and beauty,82.8,1,4.14,86.94,09/23/2025,17:14,Ewallet,9.7
693-22-5607,C,Naypyitaw,Member,Male,Fashion accessories,31.3,8,12.52,262.92,05/26/2025,21:18,Ewallet,8.9
945-61-9296,C,Yangon,Member,Male,Sports and travel,93.43,5,23.3575,490.5075,09/24/2025,14:25,Cash,9.9
138-70-9727,A,Naypyitaw,Member,Male,Health and beauty,14.97,10,7.485,157.185,07/08/2025,18:32,Credit card,7.6
463-49-7132,A,Naypyitaw,Normal,Male,Food and beverages,79.88,5,19.97,419.37,05/28/2025,00:52,Ewallet,4.7
818-30-7114,C,Mandalay,Normal,Male,Fashion accessories,26.54,10,13.27,278.67,07/12/2025,00:07,Credit card,8.7
242-49-6714,A,Yangon,Member,Female,Health and beauty,95.42,10,47.71,1001.91,12/27/2025,10:28,Ewallet,9.0
393-24-2613,C,Yangon,Member,Male,Health and beauty,80.96,8,32.384,680.064,11/21/2025,18:03,Cash,8.2
393-21-5212,C,Mandalay,Member,Female,Sports and travel,63.05,7,22.0675,463.4175,12/20/2025,08:19,Cash,9.8
512-39-0591,A,Mandalay,Normal,Female,Fashion accessories,38.2,10,19.1,401.1,12/28/2025,12:44,Ewallet,8.0
103-27-8085,B,Naypyitaw,Normal,Female,Electronic accessories,71.81,6,21.543,452.403,11/27/2025,07:43,Ewallet,5.1
215-55-3842,B,Naypyitaw,Normal,Male,Sports and travel,94.3,4,18.86,396.06,06/21/2025,14:35,Credit card,7.6
606-25-1262,A,Naypyitaw,Member,Male,Fashion accessories,86.95,2,8.695,182.595,05/10/2025,07:50,Ewallet,7.6
077-01-5010,A,Yangon,Member,Female,Home and lifestyle,65.24,6,19.572,411.012,04/10/2025,15:03,Ewallet,5.3
948-46-8235,C,Mandalay,Member,Male,Home and lifestyle,61.23,4,12.246,257.166,06/19/2025,02:14,Ewallet,4.6
684-21-2812,B,Yangon,Member,Female,Food and beverages,26.32,1,1.316,27.636,04/22/2025,18:09,Credit card,8.6
444-62-9047,C,Naypyitaw,Normal,Female,Health and beauty,70.01,8,28.004,588.084,04/18/2025,15:20,Cash,6.2
228-65-6160,B,Yangon,Member,Male,Food and beverages,59.28,4,11.856,248.976,12/15/2025,22:55,Credit card,8.2
238-99-0852,A,Naypyitaw,Normal,Male,Food and beverages,60.87,6,18.261,383.481,06/14/2025,09:08,Cash,5.8
504-91-2566,A,Yangon,Normal,Male,Food and beverages,25.77,5,6.4425,135.2925,07/31/2025,03:03,Ewallet,9.4
297-16-3384,B,Naypyitaw,Member,Male,Sports and travel,65.14,4,13.028,273.588,03/21/2025,06:35,Cash,8.7
387-68-8685,A,Mandalay,Member,Female,Health and beauty,73.2,9,32.94,691.74,04/07/2025,01:15,Cash,6.9
608-51-1185,C,Naypyitaw,Normal,Female,Health and beauty,95.01,6,28.503,598.563,03/21/2025,16:29,Cash,4.3
764-49-9379,B,Yangon,Normal,Male,Home and lifestyle,92.61,5,23.1525,486.2025,12/01/2025,19:05,Cash,9.4
835-61-2686,A,Naypyitaw,Normal,Male,Food and beverages,46.21,7,16.1735,339.6435,12/13/2025,14:58,Ewallet,7.0
627-35-4313,C,Naypyitaw,Normal,Male,Fashion accessories,68.03,10,34.015,714.315,09/15/2025,03:16,Credit card,5.0
128-67-2246,B,Naypyitaw,Member,Female,Electronic accessories,48.56,10,24.28,509.88,05/10/2025,19:17,Credit card,9.1
936-76-2344,C,Yangon,Member,Female,Health and beauty,31.32,4,6.264,131.544,02/22/2025,03:33,Cash,4.1
710-37-9107,A,Yangon,Member,Male,Fashion accessories,91.03,8,36.412,764.652,12/12/2025,18:51,Ewallet,6.8
001-85-2283,C,Naypyitaw,Normal,Female,Fashion accessories,39.2,2,3.92,82.32,09/30/2025,14:42,Credit card,5.5
131-70-2807,B,Naypyitaw,Normal,Male,Fashion accessories,11.12,3,1.668,35.028,01/28/2026,15:15,Ewallet,5.8
519-51-3450,A,Mandalay,Normal,Female,Electronic accessories,12.74,2,1.274,26.754,01/22/2026,01:12,Ewallet,8.1
535-74-3054,B,Yangon,Member,Female,Electronic accessories,81.16,4,16.232,340.872,02/08/2026,16:05,Credit card,6.9
331-47-0143,B,Naypyitaw,Normal,Male,Fashion accessories,66.23,3,9.9345,208.6245,05/15/2025,13:13,Credit card,7.5
171-93-0411,A,Naypyitaw,Member,Male,Sports and travel,73.14,7,25.599,537.579,04/03/2025,18:43,Ewallet,5.3
881-22-4984,B,Naypyitaw,Normal,Male,Electronic accessories,21.0,1,1.05,22.05,04/01/2025,15:52,Ewallet,4.3
774-34-3936,C,Mandalay,Normal,Female,Home and lifestyle,27.41,1,1.3705,28.7805,10/29/2025,10:30,Ewallet,5.6
